Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
432,3/6/2023,CUST363,Male,64.0,Beauty,1,25,25
433,3/6/2023,CUST394,Female,27.0,Clothing,1,500,500
434,3/6/2023,CUST537,Female,21.0,Beauty,1,500,500
435,4/6/2023,CUST387,Male,44.0,Beauty,1,30,30
436,4/6/2023,CUST556,Female,18.0,Electronics,1,50,50
437,4/6/2023,CUST782,Male,59.0,Clothing,3,300,900
438,4/6/2023,CUST906,Female,20.0,Clothing,1,50,50
439,5/6/2023,CUST560,Female,25.0,Electronics,1,50,50
440,5/6/2023,CUST944,Male,44.0,Clothing,2,25,50
441,6/6/2023,CUST481,Female,43.0,Electronics,4,300,1200
442,6/6/2023,CUST867,Male,21.0,Electronics,1,500,500
443,6/6/2023,CUST882,Female,64.0,Electronics,2,25,50
444,6/6/2023,CUST961,Male,53.0,Beauty,4,50,200
445,7/6/2023,CUST187,Female,64.0,Clothing,2,50,100
446,7/6/2023,CUST446,Male,21.0,Electronics,1,50,50
447,8/6/2023,CUST539,Male,25.0,Beauty,1,500,500
448,8/6/2023,CUST587,Female,40.0,Beauty,4,300,1200
449,9/6/2023,CUST212,Male,21.0,Clothing,3,500,1500
450,9/6/2023,CUST765,Male,43.0,Clothing,4,50,200
451,9/6/2023,CUST769,Female,31.0,Electronics,4,30,120
452,10/6/2023,CUST321,Female,26.0,Electronics,2,25,50
453,10/6/2023,CUST356,Male,50.0,Electronics,3,500,1500
454,10/6/2023,CUST510,Female,39.0,Beauty,4,50,200
455,10/6/2023,CUST534,Male,45.0,Clothing,2,500,1000
456,11/6/2023,CUST104,Female,34.0,Beauty,2,500,1000
457,11/6/2023,CUST110,Male,27.0,Clothing,3,300,900
458,11/6/2023,CUST352,Male,57.0,Electronics,2,500,1000
459,11/6/2023,CUST365,Male,31.0,Clothing,1,300,300
460,11/6/2023,CUST887,Male,59.0,Clothing,4,25,100
461,12/6/2023,CUST629,Male,62.0,Electronics,2,25,50
462,6/13/2023,CUST655,Female,55.0,Clothing,1,500,500
463,6/14/2023,CUST567,Female,25.0,Clothing,3,300,900
464,6/15/2023,CUST182,Male,62.0,Beauty,4,30,120
465,6/15/2023,CUST819,Female,35.0,Beauty,2,50,100
466,6/16/2023,CUST100,Male,41.0,Electronics,1,30,30
467,6/16/2023,CUST833,Male,42.0,Beauty,4,50,200
468,6/17/2023,CUST542,Female,20.0,Beauty,1,50,50
469,6/17/2023,CUST723,Female,54.0,Beauty,4,50,200
470,6/17/2023,CUST726,Male,47.0,Clothing,4,300,1200
471,6/18/2023,CUST488,Female,51.0,Electronics,3,300,900
472,6/19/2023,CUST239,Male,38.0,Electronics,3,500,1500
473,6/19/2023,CUST498,Female,50.0,Clothing,4,25,100
474,6/19/2023,CUST532,Female,64.0,Clothing,4,30,120
475,6/19/2023,CUST669,Male,24.0,Beauty,4,300,1200
476,6/19/2023,CUST877,Female,58.0,Clothing,1,25,25
477,6/20/2023,CUST422,Female,28.0,Clothing,3,30,90
478,6/20/2023,CUST466,Male,63.0,Electronics,4,25,100
479,6/21/2023,CUST583,Female,24.0,Electronics,4,25,100
480,6/21/2023,CUST654,Male,42.0,Clothing,3,25,75
481,6/22/2023,CUST040,Male,45.0,Beauty,1,50,50
482,6/22/2023,CUST699,Female,37.0,Clothing,4,30,120
483,6/22/2023,CUST727,Male,55.0,Beauty,3,300,900
484,6/22/2023,CUST830,Female,64.0,Clothing,3,50,150
485,6/23/2023,CUST224,Female,25.0,Clothing,1,50,50
486,6/23/2023,CUST271,Female,42.0,Beauty,4,30,120
487,6/24/2023,CUST036,Male,52.0,Beauty,3,300,900
488,6/24/2023,CUST157,Male,62.0,Electronics,4,500,2000
489,6/24/2023,CUST796,Male,43.0,Beauty,4,30,120
490,6/24/2023,CUST839,Female,20.0,Electronics,4,300,1200
491,6/24/2023,CUST927,Male,43.0,Electronics,4,500,2000
492,6/25/2023,CUST407,Female,46.0,Electronics,3,300,900
493,6/26/2023,CUST046,Female,20.0,Electronics,4,300,1200
494,6/26/2023,CUST509,Female,37.0,Electronics,3,300,900
495,6/26/2023,CUST874,Male,60.0,Beauty,1,30,30
496,6/27/2023,CUST788,Female,52.0,Beauty,3,300,900
497,6/28/2023,CUST378,Male,50.0,Beauty,1,300,300
498,6/29/2023,CUST480,Female,42.0,Beauty,4,500,2000
499,6/29/2023,CUST492,Male,61.0,Beauty,4,25,100
500,6/29/2023,CUST737,Female,33.0,Clothing,1,50,50
501,6/30/2023,CUST684,Female,28.0,Clothing,2,500,1000
502,6/30/2023,CUST878,Female,20.0,Clothing,1,30,30
503,1/7/2023,CUST078,Female,47.0,Clothing,3,500,1500
504,1/7/2023,CUST260,Male,28.0,Beauty,2,30,60
505,1/7/2023,CUST455,Male,31.0,Electronics,4,25,100
506,1/7/2023,CUST837,Male,18.0,Beauty,3,30,90
507,3/7/2023,CUST045,Female,55.0,Electronics,1,30,30
508,3/7/2023,CUST449,Male,25.0,Electronics,4,50,200
509,4/7/2023,CUST904,Male,28.0,Clothing,1,500,500
510,5/7/2023,CUST059,Male,62.0,Clothing,1,50,50
511,5/7/2023,CUST128,Male,25.0,Beauty,1,500,500
512,5/7/2023,CUST186,Male,20.0,Clothing,4,50,200
513,5/7/2023,CUST802,Female,46.0,Beauty,1,30,30
514,6/7/2023,CUST075,Male,61.0,Beauty,4,50,200
515,6/7/2023,CUST447,Male,22.0,Beauty,4,500,2000
516,6/7/2023,CUST528,Female,36.0,Clothing,2,30,60
517,8/7/2023,CUST759,Male,49.0,Electronics,2,50,100
518,8/7/2023,CUST870,Female,46.0,Electronics,4,30,120
519,9/7/2023,CUST077,Female,47.0,Clothing,2,50,100
520,9/7/2023,CUST381,Female,44.0,Clothing,4,25,100
521,9/7/2023,CUST439,Male,50.0,Clothing,3,25,75
522,9/7/2023,CUST792,Female,20.0,Beauty,1,50,50
523,11/7/2023,CUST176,Female,43.0,Beauty,2,50,100
524,11/7/2023,CUST216,Male,62.0,Electronics,2,50,100
525,12/7/2023,CUST772,Male,26.0,Electronics,1,30,30
526,7/13/2023,CUST053,Male,34.0,Electronics,2,50,100
527,7/14/2023,CUST043,Female,48.0,Clothing,1,300,300
528,7/14/2023,CUST071,Female,51.0,Beauty,4,25,100
529,7/14/2023,CUST093,Female,35.0,Beauty,4,500,2000
530,7/14/2023,CUST302,Male,57.0,Beauty,2,300,600
531,7/14/2023,CUST551,Male,45.0,Electronics,3,300,900
532,7/14/2023,CUST681,Female,43.0,Electronics,2,30,60
533,7/14/2023,CUST722,Male,20.0,Beauty,3,300,900
534,7/14/2023,CUST728,Male,51.0,Electronics,3,50,150
535,7/14/2023,CUST829,Male,61.0,Beauty,3,30,90
536,7/14/2023,CUST955,Male,58.0,Clothing,1,25,25
537,7/15/2023,CUST144,Female,59.0,Beauty,4,500,2000
538,7/15/2023,CUST474,Female,26.0,Clothing,3,500,1500
539,7/16/2023,CUST603,Female,40.0,Clothing,3,30,90
540,7/16/2023,CUST661,Female,44.0,Clothing,4,25,100
541,7/17/2023,CUST143,Female,45.0,Clothing,1,50,50
542,7/17/2023,CUST515,Female,49.0,Clothing,3,300,900
543,7/19/2023,CUST304,Female,37.0,Electronics,2,30,60
544,7/19/2023,CUST676,Male,63.0,Electronics,3,500,1500
545,7/19/2023,CUST686,Female,28.0,Electronics,4,50,200
546,7/19/2023,CUST698,Female,64.0,Electronics,1,300,300
547,7/21/2023,CUST709,Female,19.0,Electronics,2,500,1000
548,7/22/2023,CUST114,Female,22.0,Beauty,4,25,100
549,7/22/2023,CUST359,Male,50.0,Clothing,1,50,50
550,7/23/2023,CUST773,Male,25.0,Electronics,4,500,2000
551,7/24/2023,CUST127,Female,33.0,Clothing,2,25,50
552,7/24/2023,CUST213,Male,27.0,Beauty,3,500,1500
553,7/24/2023,CUST487,Male,44.0,Clothing,4,500,2000
554,7/24/2023,CUST495,Male,24.0,Beauty,2,30,60
555,7/24/2023,CUST605,Male,37.0,Electronics,2,500,1000
556,7/25/2023,CUST105,Female,22.0,Electronics,1,500,500
557,7/25/2023,CUST299,Male,61.0,Electronics,2,500,1000
558,7/25/2023,CUST934,Male,30.0,Beauty,1,500,500
559,7/26/2023,CUST270,Male,43.0,Electronics,1,300,300
560,7/26/2023,CUST338,Male,54.0,Beauty,2,50,100
561,7/26/2023,CUST543,Male,49.0,Beauty,2,300,600
562,7/27/2023,CUST557,Female,20.0,Beauty,3,30,90
563,7/27/2023,CUST702,Female,60.0,Clothing,2,300,600
564,7/27/2023,CUST864,Female,51.0,Electronics,1,500,500
565,7/28/2023,CUST254,Male,41.0,Electronics,1,500,500
566,7/28/2023,CUST295,Female,27.0,Beauty,3,300,900
567,7/28/2023,CUST457,Female,58.0,Beauty,5,300,1500
568,7/28/2023,CUST668,Female,62.0,Electronics,3,50,150
569,7/28/2023,CUST850,Female,26.0,Beauty,2,500,1000
570,7/29/2023,CUST541,Male,56.0,Beauty,1,500,500
571,7/29/2023,CUST980,Female,31.0,Electronics,3,25,75
572,7/30/2023,CUST262,Female,32.0,Beauty,4,30,120
573,7/30/2023,CUST467,Female,53.0,Electronics,3,50,150
574,7/31/2023,CUST463,Female,54.0,Beauty,3,500,1500
575,1/8/2023,CUST598,Male,37.0,Beauty,4,30,120
576,1/8/2023,CUST667,Female,29.0,Electronics,1,500,500
577,1/8/2023,CUST672,Female,34.0,Beauty,2,50,100
578,2/8/2023,CUST949,Female,41.0,Electronics,2,25,50
579,3/8/2023,CUST027,Female,38.0,Beauty,2,25,50
580,3/8/2023,CUST347,Male,42.0,Electronics,1,25,25
581,3/8/2023,CUST687,Female,53.0,Electronics,1,300,300
582,4/8/2023,CUST549,Female,50.0,Beauty,2,50,100
583,4/8/2023,CUST675,Female,45.0,Clothing,2,30,60
584,4/8/2023,CUST730,Female,36.0,Clothing,2,25,50
585,4/8/2023,CUST798,Male,61.0,Clothing,1,50,50
586,5/8/2023,CUST013,Male,22.0,Electronics,3,500,1500
587,5/8/2023,CUST035,Female,58.0,Beauty,5,300,1500
588,5/8/2023,CUST140,Male,38.0,Electronics,1,30,30
589,5/8/2023,CUST206,Male,61.0,Clothing,1,25,25
590,5/8/2023,CUST261,Male,21.0,Clothing,2,25,50
591,5/8/2023,CUST279,Male,50.0,Clothing,1,500,500
592,5/8/2023,CUST308,Female,34.0,Beauty,4,300,1200
593,5/8/2023,CUST418,Female,60.0,Electronics,2,500,1000
594,6/8/2023,CUST612,Female,61.0,Electronics,1,500,500
595,6/8/2023,CUST875,Female,51.0,Electronics,4,500,2000
596,7/8/2023,CUST430,Female,43.0,Electronics,3,300,900
597,7/8/2023,CUST633,Male,39.0,Beauty,4,30,120
598,8/8/2023,CUST125,Male,48.0,Clothing,2,50,100
599,8/8/2023,CUST716,Female,60.0,Clothing,4,300,1200
600,8/8/2023,CUST790,Male,62.0,Clothing,1,25,25
601,8/8/2023,CUST960,Male,59.0,Clothing,2,30,60
602,9/8/2023,CUST259,Female,45.0,Clothing,4,50,200
603,9/8/2023,CUST443,Male,29.0,Clothing,2,300,600
604,9/8/2023,CUST529,Female,35.0,Clothing,3,50,150
605,9/8/2023,CUST563,Male,20.0,Clothing,2,30,60
606,10/8/2023,CUST801,Male,21.0,Clothing,4,50,200
607,11/8/2023,CUST160,Female,43.0,Clothing,2,50,100
608,11/8/2023,CUST508,Male,58.0,Beauty,2,300,600
609,11/8/2023,CUST807,Female,50.0,Electronics,4,50,200
610,12/8/2023,CUST511,Male,45.0,Beauty,2,50,100
611,12/8/2023,CUST521,Female,47.0,Clothing,4,30,120
612,12/8/2023,CUST695,Female,22.0,Electronics,3,50,150
613,12/8/2023,CUST816,Male,47.0,Beauty,2,500,1000
614,8/13/2023,CUST217,Female,35.0,Electronics,4,50,200
615,8/13/2023,CUST384,Male,55.0,Clothing,1,500,500
616,8/14/2023,CUST648,Male,53.0,Beauty,4,300,1200
617,8/14/2023,CUST926,Male,22.0,Electronics,1,30,30
618,8/15/2023,CUST285,Female,31.0,Electronics,1,25,25
619,8/15/2023,CUST427,Male,25.0,Electronics,1,25,25
620,8/15/2023,CUST569,Male,52.0,Electronics,4,50,200
621,8/15/2023,CUST570,Male,49.0,Clothing,1,500,500
622,8/15/2023,CUST630,Male,42.0,Clothing,2,50,100
623,8/15/2023,CUST957,Female,60.0,Electronics,4,30,120
624,8/17/2023,CUST635,Female,63.0,Electronics,3,300,900
625,8/18/2023,CUST029,Female,42.0,Electronics,1,30,30
626,8/18/2023,CUST277,Male,36.0,Clothing,4,25,100
627,8/18/2023,CUST859,Female,56.0,Electronics,3,500,1500
628,8/19/2023,CUST638,Male,46.0,Electronics,1,500,500
629,8/19/2023,CUST823,Female,56.0,Electronics,2,50,100
630,8/19/2023,CUST956,Male,30.0,Clothing,3,500,1500
631,8/19/2023,CUST981,Female,30.0,Electronics,2,30,60
632,8/20/2023,CUST219,Female,53.0,Electronics,3,30,90
633,8/21/2023,CUST073,Male,29.0,Electronics,3,30,90
634,8/21/2023,CUST162,Male,39.0,Clothing,2,30,60
635,8/21/2023,CUST306,Male,54.0,Electronics,1,50,50
636,8/21/2023,CUST725,Male,61.0,Electronics,1,300,300
637,8/21/2023,CUST880,Male,22.0,Beauty,2,500,1000
638,8/21/2023,CUST992,Female,57.0,Electronics,2,30,60
639,8/22/2023,CUST597,Male,22.0,Beauty,4,300,1200
640,8/22/2023,CUST622,Female,49.0,Beauty,3,25,75
641,8/23/2023,CUST116,Female,23.0,Clothing,1,30,30
642,8/23/2023,CUST364,Female,19.0,Beauty,1,500,500
643,8/23/2023,CUST368,Female,56.0,Clothing,4,300,1200
644,8/24/2023,CUST050,Female,27.0,Beauty,3,25,75
645,8/24/2023,CUST479,Male,52.0,Electronics,4,300,1200
646,8/24/2023,CUST804,Male,42.0,Electronics,1,30,30
647,8/25/2023,CUST092,Female,51.0,Electronics,4,30,120
648,8/25/2023,CUST282,Female,64.0,Electronics,4,50,200
649,8/25/2023,CUST718,Female,59.0,Beauty,5,25,125
650,8/26/2023,CUST617,Male,34.0,Electronics,1,30,30
651,8/26/2023,CUST624,Female,34.0,Beauty,3,300,900
652,8/26/2023,CUST825,Female,46.0,Beauty,1,25,25
653,8/27/2023,CUST568,Female,51.0,Electronics,1,300,300
654,8/27/2023,CUST671,Male,62.0,Electronics,3,50,150
655,8/27/2023,CUST756,Female,62.0,Electronics,4,300,1200
656,8/27/2023,CUST815,Female,51.0,Clothing,3,25,75
657,8/28/2023,CUST146,Male,38.0,Clothing,4,50,200
658,8/28/2023,CUST263,Male,23.0,Beauty,2,30,60
659,8/28/2023,CUST704,Female,62.0,Clothing,3,30,90
660,8/29/2023,CUST476,Female,27.0,Clothing,4,500,2000
661,8/29/2023,CUST733,Male,34.0,Beauty,1,30,30
662,8/29/2023,CUST924,Male,55.0,Beauty,2,50,100
663,8/29/2023,CUST984,Male,56.0,Clothing,1,500,500
664,8/31/2023,CUST251,Female,57.0,Beauty,4,50,200
665,8/31/2023,CUST253,Female,53.0,Clothing,4,500,2000
666,8/31/2023,CUST574,Female,63.0,Electronics,2,25,50
667,8/31/2023,CUST751,Female,42.0,Clothing,2,25,50
668,8/31/2023,CUST871,Male,62.0,Beauty,2,30,60
669,1/9/2023,CUST200,Male,27.0,Beauty,3,50,150
670,1/9/2023,CUST594,Female,19.0,Electronics,2,300,600
671,1/9/2023,CUST637,Male,43.0,Clothing,2,300,600
672,1/9/2023,CUST855,Male,54.0,Beauty,1,25,25
673,2/9/2023,CUST325,Female,52.0,Electronics,2,25,50
674,2/9/2023,CUST682,Male,46.0,Beauty,4,300,1200
675,2/9/2023,CUST931,Male,30.0,Beauty,4,30,120
676,3/9/2023,CUST925,Male,25.0,Electronics,1,300,300
677,4/9/2023,CUST297,Female,40.0,Electronics,2,500,1000
678,5/9/2023,CUST814,Female,59.0,Clothing,1,500,500
679,5/9/2023,CUST894,Male,52.0,Electronics,1,30,30
680,6/9/2023,CUST194,Male,55.0,Clothing,4,50,200
681,6/9/2023,CUST245,Male,47.0,Clothing,3,30,90
682,6/9/2023,CUST296,Female,22.0,Clothing,4,300,1200
683,6/9/2023,CUST644,Male,23.0,Beauty,3,25,75
684,6/9/2023,CUST696,Female,50.0,Clothing,4,50,200
685,7/9/2023,CUST312,Male,41.0,Clothing,4,30,120
686,7/9/2023,CUST692,Female,64.0,Clothing,2,50,100
687,7/9/2023,CUST835,Male,37.0,Clothing,4,50,200
688,8/9/2023,CUST183,Female,43.0,Beauty,3,300,900
689,8/9/2023,CUST413,Female,44.0,Beauty,3,25,75
690,8/9/2023,CUST799,Male,56.0,Electronics,2,50,100
691,8/9/2023,CUST851,Male,32.0,Electronics,2,25,50
692,9/9/2023,CUST858,Male,23.0,Electronics,2,50,100
693,9/9/2023,CUST919,Female,22.0,Beauty,2,25,50
694,9/9/2023,CUST935,Female,34.0,Beauty,1,50,50
695,10/9/2023,CUST132,Male,42.0,Electronics,4,50,200
696,11/9/2023,CUST604,Female,29.0,Electronics,4,50,200
697,11/9/2023,CUST832,Male,47.0,Beauty,4,500,2000
698,9/13/2023,CUST113,Female,41.0,Electronics,2,25,50
699,9/14/2023,CUST165,Female,60.0,Clothing,4,300,1200
700,9/15/2023,CUST326,Female,18.0,Clothing,3,25,75
701,9/16/2023,CUST019,Female,62.0,Clothing,2,25,50
702,9/16/2023,CUST412,Female,19.0,Electronics,4,500,2000
703,9/16/2023,CUST632,Female,26.0,Electronics,4,25,100
704,9/17/2023,CUST167,Female,43.0,Clothing,3,50,150
705,9/17/2023,CUST172,Male,32.0,Beauty,2,25,50
706,9/17/2023,CUST375,Male,32.0,Clothing,1,50,50
707,9/17/2023,CUST538,Male,18.0,Clothing,3,50,150
708,9/17/2023,CUST794,Female,60.0,Beauty,5,300,1500
709,9/18/2023,CUST131,Female,21.0,Beauty,2,300,600
710,9/18/2023,CUST330,Female,25.0,Beauty,4,50,200
711,9/18/2023,CUST494,Female,42.0,Beauty,4,50,200
712,9/19/2023,CUST513,Male,24.0,Electronics,4,25,100
713,9/19/2023,CUST573,Male,49.0,Beauty,2,30,60
714,9/21/2023,CUST241,Female,23.0,Electronics,3,25,75
715,9/21/2023,CUST579,Female,38.0,Electronics,1,30,30
716,9/22/2023,CUST218,Male,64.0,Beauty,3,30,90
717,9/22/2023,CUST846,Male,42.0,Beauty,1,50,50
718,9/23/2023,CUST616,Male,41.0,Clothing,2,50,100
719,9/24/2023,CUST523,Female,62.0,Electronics,1,300,300
720,9/24/2023,CUST643,Female,28.0,Electronics,3,30,90
721,9/25/2023,CUST351,Female,56.0,Clothing,3,30,90
722,9/25/2023,CUST809,Female,42.0,Beauty,5,50,250
723,9/25/2023,CUST954,Female,50.0,Electronics,3,300,900
724,9/26/2023,CUST897,Female,64.0,Electronics,2,50,100
725,9/28/2023,CUST147,Male,23.0,Electronics,1,300,300
726,9/28/2023,CUST204,Male,39.0,Beauty,1,25,25
727,9/28/2023,CUST390,Male,39.0,Electronics,2,50,100
728,9/29/2023,CUST179,Male,31.0,Electronics,1,300,300
729,9/29/2023,CUST327,Male,57.0,Electronics,3,50,150
730,9/29/2023,CUST626,Female,26.0,Clothing,4,500,2000
731,9/29/2023,CUST873,Female,27.0,Electronics,4,25,100
732,9/30/2023,CUST196,Female,32.0,Clothing,3,300,900
733,9/30/2023,CUST789,Female,61.0,Clothing,4,500,2000
734,1/10/2023,CUST089,Female,55.0,Electronics,4,500,2000
735,1/10/2023,CUST707,Female,26.0,Clothing,1,500,500
736,1/10/2023,CUST909,Male,26.0,Electronics,1,300,300
737,2/10/2023,CUST051,Male,27.0,Beauty,3,25,75
738,2/10/2023,CUST154,Male,51.0,Electronics,3,300,900
739,2/10/2023,CUST276,Female,21.0,Beauty,4,25,100
740,2/10/2023,CUST497,Male,41.0,Clothing,4,30,120
741,2/10/2023,CUST889,Female,35.0,Electronics,1,50,50
742,3/10/2023,CUST122,Male,64.0,Electronics,4,30,120
743,3/10/2023,CUST373,Female,25.0,Beauty,2,300,600
744,3/10/2023,CUST524,Male,46.0,Beauty,4,300,1200
745,3/10/2023,CUST688,Male,56.0,Clothing,4,25,100
746,3/10/2023,CUST813,Male,52.0,Electronics,3,50,150
747,4/10/2023,CUST178,Male,40.0,Clothing,2,30,60
748,4/10/2023,CUST208,Female,34.0,Electronics,4,50,200
749,4/10/2023,CUST247,Male,41.0,Electronics,2,30,60
750,4/10/2023,CUST290,Female,30.0,Beauty,2,300,600
751,4/10/2023,CUST656,Male,29.0,Beauty,3,30,90
752,4/10/2023,CUST735,Female,64.0,Clothing,4,500,2000
753,5/10/2023,CUST319,Male,31.0,Clothing,1,500,500
754,5/10/2023,CUST670,Male,27.0,Beauty,1,30,30
755,6/10/2023,CUST385,Male,50.0,Electronics,3,500,1500
756,7/10/2023,CUST010,Female,52.0,Clothing,4,50,200
757,7/10/2023,CUST026,Female,28.0,Electronics,2,500,1000
758,7/10/2023,CUST437,Female,35.0,Electronics,4,300,1200
759,7/10/2023,CUST689,Male,57.0,Electronics,2,50,100
760,8/10/2023,CUST558,Female,41.0,Clothing,1,25,25
761,8/10/2023,CUST634,Male,60.0,Electronics,4,500,2000
762,9/10/2023,CUST201,Male,56.0,Electronics,1,25,25
763,9/10/2023,CUST286,Male,55.0,Electronics,2,25,50
764,9/10/2023,CUST876,Male,43.0,Clothing,4,30,120
765,10/10/2023,CUST055,Male,31.0,Beauty,4,30,120
766,10/10/2023,CUST428,Female,40.0,Electronics,4,50,200
767,10/10/2023,CUST441,Male,57.0,Beauty,4,300,1200
768,10/10/2023,CUST976,Female,48.0,Beauty,2,300,600
769,11/10/2023,CUST149,Male,22.0,Clothing,3,25,75
770,11/10/2023,CUST227,Male,36.0,Electronics,2,50,100
771,11/10/2023,CUST393,Female,22.0,Beauty,2,500,1000
772,11/10/2023,CUST401,Female,62.0,Clothing,1,300,300
773,11/10/2023,CUST546,Female,36.0,Electronics,4,50,200
774,11/10/2023,CUST872,Female,63.0,Beauty,6,25,150
775,11/10/2023,CUST914,Female,59.0,Electronics,1,500,500
776,12/10/2023,CUST310,Female,28.0,Beauty,1,25,25
777,12/10/2023,CUST844,Male,35.0,Clothing,3,50,150
778,12/10/2023,CUST852,Female,41.0,Clothing,1,300,300
779,10/13/2023,CUST097,Female,51.0,Beauty,2,500,1000
780,10/13/2023,CUST619,Male,47.0,Electronics,4,25,100
781,10/13/2023,CUST948,Female,23.0,Electronics,3,25,75
782,10/14/2023,CUST456,Male,57.0,Electronics,2,30,60
783,10/14/2023,CUST627,Male,57.0,Clothing,1,50,50
784,10/15/2023,CUST022,Male,18.0,Clothing,2,50,100
785,10/15/2023,CUST121,Female,28.0,Electronics,4,50,200
786,10/15/2023,CUST431,Male,63.0,Electronics,4,300,1200
787,10/16/2023,CUST370,Male,23.0,Electronics,2,30,60
788,10/16/2023,CUST711,Male,26.0,Electronics,3,500,1500
789,10/16/2023,CUST754,Female,43.0,Electronics,4,25,100
790,10/16/2023,CUST943,Female,57.0,Clothing,4,300,1200
791,10/17/2023,CUST350,Male,25.0,Beauty,3,25,75
792,10/17/2023,CUST786,Male,48.0,Clothing,4,25,100
793,10/18/2023,CUST109,Female,34.0,Electronics,4,500,2000
794,10/18/2023,CUST191,Male,64.0,Beauty,1,25,25
795,10/19/2023,CUST340,Female,36.0,Clothing,4,300,1200
796,10/19/2023,CUST555,Male,25.0,Beauty,1,300,300
797,10/19/2023,CUST826,Female,46.0,Clothing,1,300,300
798,10/19/2023,CUST962,Male,44.0,Clothing,2,30,60
799,10/20/2023,CUST249,Male,20.0,Clothing,1,50,50
800,10/21/2023,CUST922,Male,41.0,Electronics,1,50,50
801,10/22/2023,CUST600,Female,42.0,Beauty,6,500,3000
802,10/22/2023,CUST680,Female,53.0,Clothing,3,300,900
803,10/22/2023,CUST770,Male,32.0,Clothing,1,50,50
804,10/23/2023,CUST060,Male,30.0,Beauty,3,50,150
805,10/23/2023,CUST250,Male,48.0,Electronics,1,50,50
806,10/23/2023,CUST516,Male,30.0,Beauty,4,25,100
807,10/23/2023,CUST937,Female,42.0,Beauty,6,500,3000
808,10/24/2023,CUST318,Male,61.0,Clothing,1,25,25
809,10/24/2023,CUST342,Female,43.0,Clothing,4,500,2000
810,10/24/2023,CUST564,Male,50.0,Electronics,2,50,100
811,10/24/2023,CUST767,Male,39.0,Beauty,3,25,75
812,10/25/2023,CUST503,Male,45.0,Beauty,4,500,2000
813,10/25/2023,CUST869,Male,37.0,Beauty,3,500,1500
814,10/26/2023,CUST126,Female,28.0,Clothing,3,30,90
815,10/26/2023,CUST349,Female,57.0,Beauty,5,50,250
816,10/26/2023,CUST440,Male,64.0,Clothing,2,300,600
817,10/27/2023,CUST124,Male,33.0,Clothing,4,500,2000
818,10/27/2023,CUST324,Female,52.0,Electronics,3,50,150
819,10/27/2023,CUST677,Female,19.0,Beauty,3,500,1500
820,10/29/2023,CUST030,Female,39.0,Beauty,3,300,900
821,10/29/2023,CUST226,Female,61.0,Clothing,1,50,50
822,10/29/2023,CUST229,Male,58.0,Beauty,3,30,90
823,10/29/2023,CUST896,Female,30.0,Electronics,2,25,50
824,10/29/2023,CUST959,Female,42.0,Electronics,2,30,60
825,10/29/2023,CUST998,Female,23.0,Beauty,4,25,100
826,10/30/2023,CUST012,Male,35.0,Beauty,3,25,75
827,10/31/2023,CUST710,Female,26.0,Electronics,3,500,1500
828,10/31/2023,CUST776,Male,35.0,Clothing,3,30,90
829,10/31/2023,CUST817,Male,30.0,Beauty,4,50,200
830,1/11/2023,CUST334,Male,31.0,Electronics,3,300,900
831,1/11/2023,CUST343,Male,21.0,Electronics,2,25,50
832,1/11/2023,CUST628,Female,19.0,Beauty,4,50,200
833,1/11/2023,CUST983,Female,29.0,Clothing,1,300,300
834,2/11/2023,CUST141,Female,22.0,Electronics,1,50,50
835,2/11/2023,CUST145,Female,39.0,Clothing,3,25,75
836,2/11/2023,CUST507,Female,37.0,Electronics,3,500,1500
837,2/11/2023,CUST841,Male,31.0,Electronics,4,25,100
838,2/11/2023,CUST898,Female,42.0,Clothing,3,30,90
839,2/11/2023,CUST951,Male,33.0,Beauty,2,50,100
840,3/11/2023,CUST181,Male,19.0,Electronics,4,300,1200
841,4/11/2023,CUST784,Female,34.0,Electronics,1,500,500
842,5/11/2023,CUST020,Male,22.0,Clothing,3,300,900
843,5/11/2023,CUST690,Female,52.0,Clothing,3,300,900
844,6/11/2023,CUST047,Female,40.0,Beauty,3,500,1500
845,6/11/2023,CUST405,Female,25.0,Clothing,4,300,1200
846,7/11/2023,CUST205,Female,43.0,Clothing,1,25,25
847,7/11/2023,CUST512,Female,42.0,Beauty,6,25,150
848,7/11/2023,CUST565,Female,45.0,Beauty,2,30,60
849,7/11/2023,CUST761,Female,33.0,Clothing,1,500,500
850,7/11/2023,CUST762,Female,24.0,Electronics,2,25,50
851,7/11/2023,CUST950,Male,36.0,Clothing,3,300,900
852,8/11/2023,CUST086,Male,19.0,Beauty,3,30,90
853,8/11/2023,CUST173,Male,64.0,Electronics,4,30,120
854,9/11/2023,CUST595,Female,18.0,Clothing,4,500,2000
855,9/11/2023,CUST827,Male,61.0,Beauty,3,300,900
856,9/11/2023,CUST965,Male,22.0,Clothing,4,50,200
857,10/11/2023,CUST388,Male,50.0,Electronics,1,25,25
858,10/11/2023,CUST631,Male,56.0,Electronics,3,30,90
859,12/11/2023,CUST554,Female,46.0,Beauty,3,50,150
860,12/11/2023,CUST812,Male,19.0,Electronics,3,25,75
861,11/13/2023,CUST058,Male,18.0,Clothing,4,300,1200
862,11/13/2023,CUST952,Female,57.0,Clothing,1,25,25
863,11/14/2023,CUST345,Male,62.0,Electronics,1,30,30
864,11/14/2023,CUST458,Female,39.0,Electronics,4,25,100
